       9.8500000      0.00000      0.00000
       9.9500000      0.00000      0.00000
       10.050000      0.00000      0.00000
       10.150000      0.00000      0.00000
       10.250000    0.0228050    0.0153625
       10.350000    0.0798175    0.0281915
       10.450000     0.285063    0.0620561
       10.550000     0.752566    0.0897125
       10.650000      1.59635     0.111083
       10.750000      2.28050     0.143856
       10.850000      2.51995     0.147373
       10.950000      1.76739     0.127469
       11.050000     0.535918    0.0731064
       11.150000     0.125428    0.0385152
       11.250000    0.0228050    0.0169201
       11.350000    0.0114025    0.0118034
       11.450000      0.00000      0.00000
       11.550000      0.00000      0.00000
