       9.8500000      0.00000      0.00000
       9.9500000      0.00000      0.00000
       10.050000      0.00000      0.00000
       10.150000    0.0168067    0.0121123
       10.250000    0.0336134    0.0169192
       10.350000     0.411765    0.0555704
       10.450000     0.596639    0.0620177
       10.550000      1.47059     0.103734
       10.650000      2.44538     0.107763
       10.750000      2.42857     0.110870
       10.850000      2.20168     0.111873
       10.950000     0.394958    0.0558297
       11.050000      0.00000      0.00000
       11.150000      0.00000      0.00000
       11.250000      0.00000      0.00000
       11.350000      0.00000      0.00000
       11.450000      0.00000      0.00000
       11.550000      0.00000      0.00000
