      9.80000      9.90000     0.318973   0.00865062
      9.90000      10.0000     0.294480   0.00861474
      10.0000      10.1000     0.294692    0.0105768
      10.1000      10.2000     0.273192   0.00982127
      10.2000      10.3000     0.264142    0.0107202
      10.3000      10.4000     0.239759   0.00992656
      10.4000      10.5000     0.230013    0.0111147
      10.5000      10.6000     0.195549    0.0109664
      10.6000      10.7000     0.181530    0.0127153
      10.7000      10.8000     0.145872    0.0157914
      10.8000      10.9000    0.0934256   0.00976375
      10.9000      11.0000    0.0641509    0.0144385
      11.0000      11.1000    0.0705882    0.0268437
