       9.8500000   0.00228050   0.00277594
       9.9500000   0.00228050   0.00220764
       10.050000    0.0228050   0.00677184
       10.150000     0.157355    0.0199542
       10.250000     0.652223    0.0425939
       10.350000      1.05131    0.0507166
       10.450000      4.28278    0.0864160
       10.550000      3.46180    0.0665012
       10.650000     0.367161    0.0311959
       10.750000      0.00000      0.00000
       10.850000      0.00000      0.00000
       10.950000      0.00000      0.00000
       11.050000      0.00000      0.00000
       11.150000      0.00000      0.00000
       11.250000      0.00000      0.00000
       11.350000      0.00000      0.00000
       11.450000      0.00000      0.00000
       11.550000      0.00000      0.00000
