       9.8500000      0.00000      0.00000
       9.9500000      0.00000      0.00000
       10.050000      0.00000      0.00000
       10.150000    0.0303293    0.0117730
       10.250000     0.190641    0.0277303
       10.350000     0.597920    0.0505661
       10.450000      1.35615    0.0743313
       10.550000      1.92374    0.0902515
       10.650000      4.12045     0.110937
       10.750000      1.78076    0.0843043
       10.850000      0.00000      0.00000
       10.950000      0.00000      0.00000
       11.050000      0.00000      0.00000
       11.150000      0.00000      0.00000
       11.250000      0.00000      0.00000
       11.350000      0.00000      0.00000
       11.450000      0.00000      0.00000
       11.550000      0.00000      0.00000
