       9.8500000      0.00000      0.00000
       9.9500000      0.00000      0.00000
       10.050000      0.00000      0.00000
       10.150000      0.00000      0.00000
       10.250000      0.00000      0.00000
       10.350000      0.00000      0.00000
       10.450000     0.112360    0.0767592
       10.550000     0.112360    0.0765309
       10.650000     0.449438     0.158119
       10.750000      1.74157     0.299950
       10.850000      2.13483     0.302486
       10.950000      2.52809     0.306684
       11.050000      1.68539     0.328200
       11.150000     0.730337     0.189759
       11.250000     0.393258     0.127230
       11.350000    0.0561798    0.0669143
       11.450000      0.00000      0.00000
       11.550000    0.0561798    0.0499848
