       9.8500000   0.00121521   0.00119184
       9.9500000    0.0887107    0.0110832
       10.050000     0.261271    0.0214020
       10.150000     0.296512    0.0195092
       10.250000      4.45984    0.0526248
       10.350000      3.96281    0.0556412
       10.450000     0.929639    0.0360896
       10.550000      0.00000      0.00000
       10.650000      0.00000      0.00000
       10.750000      0.00000      0.00000
       10.850000      0.00000      0.00000
       10.950000      0.00000      0.00000
       11.050000      0.00000      0.00000
       11.150000      0.00000      0.00000
       11.250000      0.00000      0.00000
       11.350000      0.00000      0.00000
       11.450000      0.00000      0.00000
       11.550000      0.00000      0.00000
