typedef struct {
double lambda;
double pass;
} KFILTER;
KFILTER         25300.0  6.92000e-06
KFILTER         25400.0  4.56400e-07
KFILTER         25500.0  2.49500e-07
KFILTER         25600.0  2.72000e-07
KFILTER         25700.0  9.04000e-06
KFILTER         25800.0  6.34800e-06
KFILTER         25900.0  4.13600e-06
KFILTER         26000.0  2.79300e-06
KFILTER         26100.0  0.000419800
KFILTER         26200.0   0.00137900
KFILTER         26300.0   0.00108200
KFILTER         26400.0  0.000870900
KFILTER         26500.0  0.000946700
KFILTER         26600.0   0.00101500
KFILTER         26700.0   0.00120600
KFILTER         26800.0  0.000386900
KFILTER         26900.0  0.000588500
KFILTER         27000.0  0.000928100
KFILTER         27100.0   0.00986200
KFILTER         27200.0   0.00870100
KFILTER         27300.0   0.00516400
KFILTER         27400.0   0.00383900
KFILTER         27500.0   0.00823800
KFILTER         27600.0    0.0152500
KFILTER         27700.0    0.0260300
KFILTER         27800.0    0.0497900
KFILTER         27900.0    0.0975300
KFILTER         28000.0     0.170100
KFILTER         28100.0     0.250700
KFILTER         28200.0     0.308000
KFILTER         28300.0     0.332000
KFILTER         28400.0     0.328000
KFILTER         28500.0     0.316000
KFILTER         28600.0     0.302000
KFILTER         28700.0     0.286000
KFILTER         28800.0     0.271100
KFILTER         28900.0     0.269100
KFILTER         29000.0     0.281100
KFILTER         29100.0     0.304100
KFILTER         29200.0     0.330300
KFILTER         29300.0     0.353000
KFILTER         29400.0     0.371800
KFILTER         29500.0     0.387700
KFILTER         29600.0     0.402000
KFILTER         29700.0     0.418000
KFILTER         29800.0     0.433000
KFILTER         29900.0     0.443000
KFILTER         30000.0     0.446000
KFILTER         30100.0     0.449000
KFILTER         30200.0     0.452000
KFILTER         30300.0     0.450000
KFILTER         30400.0     0.441000
KFILTER         30500.0     0.430000
KFILTER         30600.0     0.415000
KFILTER         30700.0     0.399000
KFILTER         30800.0     0.380000
KFILTER         30900.0     0.364000
KFILTER         31000.0     0.355000
KFILTER         31100.0     0.362000
KFILTER         31200.0     0.388000
KFILTER         31300.0     0.428000
KFILTER         31400.0     0.465000
KFILTER         31500.0     0.493000
KFILTER         31600.0     0.512000
KFILTER         31700.0     0.526000
KFILTER         31800.0     0.538000
KFILTER         31900.0     0.549000
KFILTER         32000.0     0.558000
KFILTER         32100.0     0.563000
KFILTER         32200.0     0.568000
KFILTER         32300.0     0.571000
KFILTER         32400.0     0.573000
KFILTER         32500.0     0.568000
KFILTER         32600.0     0.562000
KFILTER         32700.0     0.558000
KFILTER         32800.0     0.560000
KFILTER         32900.0     0.575000
KFILTER         33000.0     0.606000
KFILTER         33100.0     0.647000
KFILTER         33200.0     0.690000
KFILTER         33300.0     0.728000
KFILTER         33400.0     0.754000
KFILTER         33500.0     0.767900
KFILTER         33600.0     0.765900
KFILTER         33700.0     0.750900
KFILTER         33800.0     0.733900
KFILTER         33900.0     0.714000
KFILTER         34000.0     0.693000
KFILTER         34100.0     0.681000
KFILTER         34200.0     0.694000
KFILTER         34300.0     0.733000
KFILTER         34400.0     0.785900
KFILTER         34500.0     0.833900
KFILTER         34600.0     0.863900
KFILTER         34700.0     0.877900
KFILTER         34800.0     0.879800
KFILTER         34900.0     0.875800
KFILTER         35000.0     0.872800
KFILTER         35100.0     0.869900
KFILTER         35200.0     0.866900
KFILTER         35300.0     0.864000
KFILTER         35400.0     0.855000
KFILTER         35500.0     0.841000
KFILTER         35600.0     0.823000
KFILTER         35700.0     0.803000
KFILTER         35800.0     0.783000
KFILTER         35900.0     0.770000
KFILTER         36000.0     0.766000
KFILTER         36100.0     0.775000
KFILTER         36200.0     0.792000
KFILTER         36300.0     0.808000
KFILTER         36400.0     0.816000
KFILTER         36500.0     0.818000
KFILTER         36600.0     0.816000
KFILTER         36700.0     0.814000
KFILTER         36800.0     0.811000
KFILTER         36900.0     0.808000
KFILTER         37000.0     0.805100
KFILTER         37100.0     0.804100
KFILTER         37200.0     0.802100
KFILTER         37300.0     0.794100
KFILTER         37400.0     0.769100
KFILTER         37500.0     0.722200
KFILTER         37600.0     0.650300
